"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006720","GO:0006720","isoprenoid metabolic process","18/1152","133/18870",0.00121683758741254,0.019320400877693,0.015202534351255,"LRP8/CRABP2/DHRS3/ADH1B/LRAT/HMGCS1/CRPPA/FDFT1/ALDH1A1/CEL/DGAT2/AKR1C3/IDI1/SDR9C7/MVK/CYP1A1/MVD/LSS",18
"GO:0006882","GO:0006882","intracellular zinc ion homeostasis","8/1152","36/18870",0.00122815511878403,0.0194434092351681,0.0152993252404216,"SLC30A2/S100A8/MT2A/MT1E/MT1M/MT1A/MT1X/MT1G",8
"GO:0050867","GO:0050867","positive regulation of cell activation","40/1152","396/18870",0.00123560977814951,0.0194483550630122,0.0153032169359497,"VAV3/TNFSF4/DDR2/INPP5D/IL1RL2/IL1RL1/IL1A/PLEK/GATA2/TFRC/IL15/BST1/IL7R/CD74/TSLP/HAVCR2/TREM2/ACTB/CAV1/SYK/CD274/PDCD1LG2/TLR4/THY1/RAG1/ADAM8/PRKCQ/LRRK2/TNFSF13B/THBS1/ITGAM/CORO1A/NOD2/SOX12/AXL/EBI3/CEBPA/TNFRSF13C/LGALS1/ITGB2",40
"GO:0050900","GO:0050900","leukocyte migration","40/1152","396/18870",0.00123560977814951,0.0194483550630122,0.0153032169359497,"VAV3/TGFB2/PADI2/PDE4B/S100A12/S100A8/S100A7/TNFRSF18/CSF3R/PRSS56/IL1A/CHST2/APOD/VEGFC/BST1/PTGER4/CD74/EDN1/TREM2/GPSM3/SERPINE1/PTN/MSN/SYK/C5/THY1/ADAM8/ALOX5/GPR15LG/PTPRO/TRPV4/THBS1/DAPK2/CORO1A/NOD2/PLCB1/PDGFB/HMOX1/JAM2/ITGB2",40
"GO:0048670","GO:0048670","regulation of collateral sprouting","6/1152","21/18870",0.00125253395814598,0.0196579248877897,0.0154681199563546,"NGF/CRABP2/FGF13/BDNF/RND2/WNT3",6
"GO:0045444","GO:0045444","fat cell differentiation","28/1152","248/18870",0.00126457060131444,0.0197898031458577,0.0155718902539356,"TRIB2/ZFP36L2/PER2/GATA2/SULT1E1/CDS1/RETREG1/INSIG1/GDF6/KLF4/CCND1/ARID5B/ALOX5/TRPV4/HMGA2/PTPRQ/DDIT3/RORA/TLCD3B/ZBTB7C/BMP2/PLCB1/BMP7/MAFB/TRIB3/CEBPA/PNPLA3/MB",28
"GO:0060411","GO:0060411","cardiac septum morphogenesis","12/1152","72/18870",0.0012923621766575,0.0201667748254348,0.015868515823172,"TGFB2/DHRS3/ROBO1/NKX2-5/SLIT3/CITED2/NOTCH1/NRP1/BMP4/FZD2/NOG/BMP7",12
"GO:0002065","GO:0002065","columnar/cuboidal epithelial cell differentiation","17/1152","123/18870",0.00130088969166927,0.0201841745322817,0.0158822070318957,"WNT4/GATA2/IL31RA/AGR2/SERPINE1/CAV1/BHLHA15/KLF4/NOTCH1/LHX3/BMP4/SOX9/DLX3/FASN/CDH2/BMP2/BMP7",17
"GO:0071774","GO:0071774","response to fibroblast growth factor","17/1152","123/18870",0.00130088969166927,0.0201841745322817,0.0158822070318957,"WNT4/GALNT3/ZFP36L2/HYAL1/FGFBP1/HHIP/FGFR3/CCN2/APLN/SPRY2/SHISA2/FLRT2/THBS1/DLL4/NGFR/NOG/FGF21",17
"GO:0006909","GO:0006909","phagocytosis","27/1152","237/18870",0.00133946450224183,0.0207236468159347,0.0163066985305816,"VAV3/NCF2/MARCO/MERTK/GULP1/GATA2/IL15/TLR2/SPON2/TREM2/CD36/SRPX/SYK/ABCA1/TLR4/SYT7/TUB/MYO7A/THBS1/ITGAM/CORO1A/NOD2/UNC13D/TGM2/LDLR/AXL/ITGB2",27
"GO:0032757","GO:0032757","positive regulation of interleukin-8 production","11/1152","63/18870",0.00137444446958834,0.0211284004406374,0.0166251847215407,"F3/TLR5/TLR2/CD74/HSPA1A/HSPA1B/SERPINE1/SYK/TLR4/DDIT3/NOD2",11
"GO:0008038","GO:0008038","neuron recognition","9/1152","45/18870",0.00137538920277989,0.0211284004406374,0.0166251847215407,"EPHB3/ROBO1/CNR1/CNTNAP2/NRCAM/ROBO4/OPCML/NRP1/MYPN",9
"GO:1904035","GO:1904035","regulation of epithelial cell apoptotic process","16/1152","113/18870",0.00137726444297214,0.0211284004406374,0.0166251847215407,"GATA2/BTC/KDR/FGB/FGA/FGG/NKX2-5/SERPINE1/ANGPT1/AKR1C3/THBS1/NUPR1/SERPINB13/FGF21/ANGPTL4/HMOX1",16
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","26/1152","226/18870",0.00141498666693516,0.0215854828799128,0.0169848465902787,"TNFRSF1B/TNFSF4/IL24/PDE4B/CMPK2/IL1A/TLR2/SPON2/HAVCR2/SERPINE1/CD36/LDOC1/TRIB1/ABCA1/ASS1/CD274/PDCD1LG2/TLR4/CARD16/ANKRD1/NOD2/MAP2K3/CSF3/PLSCR3/PPM1E/AXL",26
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","26/1152","226/18870",0.00141498666693516,0.0215854828799128,0.0169848465902787,"GSTM1/ACADL/THNSL2/PER2/MGLL/ELOVL6/ELOVL7/CD74/EDN1/INSIG1/FADS2/AKR1C3/SCD/ALOX5/CYP46A1/SLC27A2/CYP1A1/PLA2G4F/FA2H/ALOX12B/FASN/DSEL/ACSS2/PTGIS/TRIB3/CEACAM1",26
"GO:0045446","GO:0045446","endothelial cell differentiation","17/1152","124/18870",0.00142380181431765,0.0216592868178043,0.0170429202766456,"XDH/KDR/MSN/STC1/NOTCH1/S1PR3/PDE2A/ROBO4/NRP1/RAPGEF3/BMP4/FZD2/FASN/PPP1R16B/PLCB1/TJP3/CEACAM1",17
"GO:0042310","GO:0042310","vasoconstriction","13/1152","83/18870",0.00149364129602497,0.0225509599940628,0.0177445460957979,"CHRM3/SLC8A1/PER2/GRIP2/FGB/FGA/FGG/EDN1/HTR1B/CAV1/DOCK4/SMTNL1/SCNN1B",13
"GO:0007567","GO:0007567","parturition","5/1152","15/18870",0.00150726210757232,0.0225509599940628,0.0177445460957979,"HPGD/EDN1/LDOC1/CYP1A1/PLA2G4C",5
"GO:0015816","GO:0015816","glycine transport","5/1152","15/18870",0.00150726210757232,0.0225509599940628,0.0177445460957979,"SLC6A9/RGS4/SLC6A20/SLC38A5/SLC7A8",5
"GO:0061307","GO:0061307","cardiac neural crest cell differentiation involved in heart development","5/1152","15/18870",0.00150726210757232,0.0225509599940628,0.0177445460957979,"PITX2/EDN1/CITED2/BMP4/BMP7",5
"GO:0061308","GO:0061308","cardiac neural crest cell development involved in heart development","5/1152","15/18870",0.00150726210757232,0.0225509599940628,0.0177445460957979,"PITX2/EDN1/CITED2/BMP4/BMP7",5
"GO:0072498","GO:0072498","embryonic skeletal joint development","5/1152","15/18870",0.00150726210757232,0.0225509599940628,0.0177445460957979,"OSR1/HYAL1/BMP4/NOG/BMP7",5
"GO:0048588","GO:0048588","developmental cell growth","27/1152","239/18870",0.00151596848530175,0.0225572797020583,0.017749518848615,"NGF/CRABP2/SEMA4A/TRIM46/DRAXIN/RGS4/FN1/SEMA3B/SLIT3/EDN1/PRKN/SEMA3A/NRCAM/AUTS2/G6PD/FGF13/RIMS2/BDNF/NRP1/HSP90AA1/PAK6/SEMA7A/SOX9/RNF157/RND2/WNT3/UNC13A",27
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","27/1152","239/18870",0.00151596848530175,0.0225572797020583,0.017749518848615,"TNFRSF1B/TNFSF4/IL24/PDE4B/CMPK2/IL1A/TLR2/SPON2/HAVCR2/TREM2/SERPINE1/CD36/LDOC1/TRIB1/ABCA1/ASS1/CD274/PDCD1LG2/TLR4/CARD16/ANKRD1/NOD2/MAP2K3/CSF3/PLSCR3/PPM1E/AXL",27
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","20/1152","158/18870",0.00155057013692616,0.0230092778356945,0.0181051800585872,"ATF3/IL1A/BMPR1B/FGB/FGA/FGG/HSPA1A/HSPA1B/SERPINE1/CAV1/SRPX/EYA1/TLR4/NRP1/UNC5B/BMP4/THBS1/WWOX/TIMP3/HMOX1",20
"GO:0001838","GO:0001838","embryonic epithelial tube formation","17/1152","125/18870",0.00155637877325562,0.0230327141281253,0.0181236212412003,"TGFB2/WNT4/GRHL3/VANGL2/OSR1/GDF7/CITED2/DLC1/GRHL2/ST14/BMP4/FZD2/SOX9/NOG/SALL4/BMP7/CELSR1",17
"GO:1903532","GO:1903532","positive regulation of secretion by cell","31/1152","288/18870",0.00156127477632025,0.0230425540158268,0.018131363897874,"TGFB2/CHRM3/S100A10/RAPGEF4/IL1A/GPR27/ILDR1/GATA2/VEGFC/TLR2/FGB/FGA/FGG/EDN1/TREM2/ACHE/SYK/TLR4/SYT7/ANKRD1/ADAM8/ANXA2/ITGAM/C1QTNF1/UNC13D/MYOM1/BMP2/KCNB1/PLCB1/ABCG1/ITGB2",31
"GO:0014706","GO:0014706","striated muscle tissue development","29/1152","264/18870",0.00159908866712045,0.023536856435508,0.018520312841671,"TGFB2/TNNT2/RGS4/SLC8A1/ADAMTS9/HOPX/NKX2-5/EDN1/GJA1/CITED2/G6PD/EYA1/NOTCH1/KCNJ11/DKK1/ANKRD1/PKP2/POU4F1/SGCG/GJB6/BMP4/HCN4/ALPK3/DLL4/FOXC2/NOG/BMP2/BMP7/LARGE1",29
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","39/1152","389/18870",0.00161882935141493,0.0237631931207701,0.0186984091065688,"KANK4/ARHGEF10L/S100A10/WNT4/RGS4/TMSB10/MAPRE3/PLEK/HCLS1/PTGER4/EDN1/TREM2/HSPA1A/HSPA1B/CCN2/PRKN/SCIN/AEBP1/TMSB4X/FGF13/MID1/DLC1/LPAR1/HSPA8/NRP1/RAPGEF3/TRPV4/SLAIN1/SPTB/FHOD1/CORO1A/CSF3/PPM1E/LDLR/APC2/CAMSAP3/BAIAP2L2/SHANK3/CHADL",39
"GO:0006936","GO:0006936","muscle contraction","36/1152","351/18870",0.00162381758280965,0.023772340204251,0.0187056066203115,"RCSD1/CHRM3/TNNT2/PDE4B/ENO1/SLC8A1/GRIP2/ANK2/NKX2-5/ANXA6/EDN1/GJA1/CAV1/DOCK4/FGF13/STC1/KCNB2/TMEM38B/SCN4B/SCN3B/TNNT3/ANKRD2/TRPV4/PKP2/HSP90AA1/HCN4/SCNN1B/GNAO1/MAP2K3/KCNJ2/DSC2/RYR1/MYH14/LARGE1/P2RX6/SMTN",36
"GO:0072111","GO:0072111","cell proliferation involved in kidney development","6/1152","22/18870",0.00163414740551776,0.0237956330760687,0.0187239349503596,"OSR1/EGR1/BMP4/BMP2/BMP7/PDGFB",6
"GO:0086012","GO:0086012","membrane depolarization during cardiac muscle cell action potential","6/1152","22/18870",0.00163414740551776,0.0237956330760687,0.0187239349503596,"SLC8A1/ANK2/SCN4B/SCN3B/HCN4/KCNJ2",6
"GO:0045104","GO:0045104","intermediate filament cytoskeleton organization","14/1152","94/18870",0.00164593096286049,0.023840273673144,0.0187590610440051,"PKP1/KLHL24/NEFL/KRT4/KRT78/KRT80/KRT6B/PKP2/KRT23/KRT34/KRT13/KRT15/KRT9/KRT16",14
"GO:0072521","GO:0072521","purine-containing compound metabolic process","47/1152","493/18870",0.00164680659727894,0.023840273673144,0.0187590610440051,"PDE4B/ENO1/FMO5/XDH/KYNU/RBKS/TP53I3/FHIT/NMNAT3/SLC2A9/SULT1B1/SULT1E1/GUCY1B1/ELOVL6/ELOVL7/HMGCS1/TREM2/GUCA1B/HSPA1A/HSPA1B/PPT2/NT5E/PDE10A/ADCY1/G6PD/TMSB4X/GDA/PDE2A/HSPA8/GUCY1A2/DGAT2/PAPSS2/SLC16A9/ALDH1L2/PTHLH/LRRK2/MVK/SLC27A2/RORA/MVD/PFAS/PIPOX/ACSS2/PTGIS/MACROD2/ATP5F1D/PDE9A",47
"GO:0060415","GO:0060415","muscle tissue morphogenesis","12/1152","74/18870",0.00165034579044717,0.023840273673144,0.0187590610440051,"TGFB2/TNNT2/NKX2-5/NOTCH1/ANKRD1/PKP2/POU4F1/DLL4/FOXC2/FZD2/NOG/BMP2",12
"GO:0071241","GO:0071241","cellular response to inorganic substance","26/1152","229/18870",0.00170892728715252,0.0245562480364977,0.01932243573392,"GUCY1B1/ADGRV1/EDN1/PRKN/ADCY1/RASA4/RASA4B/SYT7/SYT12/UCP2/AKR1C3/LRRK2/TUBA1A/ALOX5AP/CYP1A1/MT2A/MT1E/MT1M/MT1A/MT1X/CPNE7/MT1G/KCNB1/RYR1/CEBPA/HMOX1",26
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","26/1152","229/18870",0.00170892728715252,0.0245562480364977,0.01932243573392,"TNFRSF1B/TGFB2/ATF3/NGF/IL1A/BMPR1B/FGB/FGA/FGG/FGFR3/HSPA1A/HSPA1B/SERPINE1/CAV1/SRPX/EYA1/TNFRSF10C/TLR4/NRP1/UNC5B/BMP4/IFI27/THBS1/WWOX/TIMP3/HMOX1",26
"GO:0042472","GO:0042472","inner ear morphogenesis","15/1152","105/18870",0.00175277367505306,0.025120014300892,0.0197660432995595,"GRHL3/KCNQ4/TMIE/GATA2/INSIG1/EYA1/MYO7A/HMX3/STOX1/SPRY2/SLITRK6/FZD2/SOX9/MAFB/HPN",15
"GO:0060563","GO:0060563","neuroepithelial cell differentiation","8/1152","38/18870",0.00178098143813642,0.0252700198719935,0.019884077333221,"WNT4/GATA2/SERPINE1/NOTCH1/LHX3/DLX3/CDH2/BMP2",8
"GO:0071404","GO:0071404","cellular response to low-density lipoprotein particle stimulus","8/1152","38/18870",0.00178098143813642,0.0252700198719935,0.019884077333221,"TREM2/CD36/SYK/ABCA1/TLR4/LDLR/FGF21/ITGB2",8
"GO:0086091","GO:0086091","regulation of heart rate by cardiac conduction","8/1152","38/18870",0.00178098143813642,0.0252700198719935,0.019884077333221,"ANK2/CAV1/SCN4B/SCN3B/PKP2/HCN4/KCNJ2/DSC2",8
"GO:0032613","GO:0032613","interleukin-10 production","11/1152","65/18870",0.00178739994934795,0.0252700198719935,0.019884077333221,"TNFSF4/TRIB2/IL20RB/TLR2/TSLP/TREM2/SYK/CD274/PDCD1LG2/TLR4/NOD2",11
"GO:0032653","GO:0032653","regulation of interleukin-10 production","11/1152","65/18870",0.00178739994934795,0.0252700198719935,0.019884077333221,"TNFSF4/TRIB2/IL20RB/TLR2/TSLP/TREM2/SYK/CD274/PDCD1LG2/TLR4/NOD2",11
"GO:1990778","GO:1990778","protein localization to cell periphery","36/1152","353/18870",0.00179108109999807,0.0252700198719935,0.019884077333221,"RAB3B/S100A10/ARHGEF16/DPP10/ABCA12/TMEM150A/GRIP2/TNIK/ANK2/FYB1/TREM2/MAP7/AGR2/CNPY4/ACTB/CAV1/GPC4/FGF13/KCNB2/ANK1/RAB38/SORL1/EHD1/TUB/SCN3B/LIN7A/GRIP1/PKP2/ATP2C2/ARHGAP44/CDH2/KCNB1/CRB3/EHD2/LIN7B/LARGE1",36
"GO:0045103","GO:0045103","intermediate filament-based process","14/1152","95/18870",0.00182434659920952,0.0256297118109479,0.0201671060908768,"PKP1/KLHL24/NEFL/KRT4/KRT78/KRT80/KRT6B/PKP2/KRT23/KRT34/KRT13/KRT15/KRT9/KRT16",14
"GO:0043032","GO:0043032","positive regulation of macrophage activation","7/1152","30/18870",0.00182598754730955,0.0256297118109479,0.0201671060908768,"IL1RL1/HAVCR2/TREM2/TLR4/LRRK2/THBS1/CEBPA",7
"GO:0050768","GO:0050768","negative regulation of neurogenesis","19/1152","149/18870",0.00184127049059184,0.0257777868682858,0.0202836210721131,"SEMA4A/TRIM46/DRAXIN/WNT7A/SEMA3B/GATA2/TREM2/SEMA3A/PTN/FGF13/NOTCH1/SORL1/THY1/NRP1/SEMA7A/NOG/WNT3/BMP7/LDLR",19
"GO:0048872","GO:0048872","homeostasis of number of cells","33/1152","316/18870",0.00185509930760483,0.0258758799151741,0.0203608069920316,"SPRR2A/PDE4B/INPP5D/MERTK/IL20RB/HCLS1/GATA2/SLC7A11/IL7R/CD74/CITED2/HSPA1A/HSPA1B/IKZF1/G6PD/NOTCH1/MUC2/RAG1/GPR15LG/TUBA1A/TNFSF13B/BMP4/SCNN1B/ADGRG1/CORO1A/NOD2/SOX9/CDH2/MAFB/AXL/CEBPG/HMOX1/MB",33
"GO:0030968","GO:0030968","endoplasmic reticulum unfolded protein response","12/1152","75/18870",0.00185777984701305,0.0258758799151741,0.0203608069920316,"ATF3/CTH/PARP8/AGR2/DNAJB9/BHLHA15/CCND1/DDIT3/SERP2/ERN1/FGF21/PPP1R15A",12
"GO:0030857","GO:0030857","negative regulation of epithelial cell differentiation","10/1152","56/18870",0.00188104052299033,0.0261330272658299,0.0205631470706059,"OSR1/XDH/IL1A/CAV1/GRHL2/NOTCH1/S1PR3/CCND1/SPRY2/SOX9",10
"GO:0010720","GO:0010720","positive regulation of cell development","43/1152","444/18870",0.00188794450063249,0.0261622029273397,0.0205861043580417,"TNFRSF1B/LRP8/TNFSF4/PLXNA2/NGF/CRABP2/INPP5D/IL1RL2/FN1/HCLS1/ROBO1/IL15/VEGFC/TLR2/VCAN/IL7R/CD74/TREM2/ACTB/PTN/TRIB1/NEFL/SYK/NOTCH1/BDNF/RAG1/NRP1/ADAM8/NEURL1/DCT/POU4F1/BMP4/SEMA7A/RNF112/RND2/WNT3/HAP1/BMP2/TGM2/ZBTB46/SOX12/AXL/SHANK3",43
"GO:0055010","GO:0055010","ventricular cardiac muscle tissue morphogenesis","9/1152","47/18870",0.00189558999367987,0.0262014799634025,0.0206170100568281,"TGFB2/TNNT2/NKX2-5/NOTCH1/PKP2/POU4F1/DLL4/FOXC2/NOG",9
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","38/1152","380/18870",0.00192981539021063,0.0266070243419927,0.0209361184638174,"VAV3/TNFSF4/INPP5D/IL1RL2/IL1RL1/IL1A/GATA2/TFRC/IL15/BST1/IL7R/CD74/TSLP/HAVCR2/TREM2/ACTB/CAV1/SYK/CD274/PDCD1LG2/TLR4/THY1/RAG1/ADAM8/PRKCQ/LRRK2/TNFSF13B/THBS1/ITGAM/CORO1A/NOD2/SOX12/AXL/EBI3/CEBPA/TNFRSF13C/LGALS1/ITGB2",38
"GO:0007612","GO:0007612","learning","19/1152","150/18870",0.00199071034167281,0.0273772942443184,0.0215422163767942,"SLC7A11/TLR2/PRKN/CNTNAP2/PTN/NLGN4X/FGF13/FOSL1/RAG1/DKK1/SORCS3/RAPGEF3/TUBA1A/PAK6/NOG/PLCB1/NLGN4Y/MAPK8IP2/SHANK3",19
"GO:0035270","GO:0035270","endocrine system development","18/1152","139/18870",0.00201593650149996,0.0275848999677607,0.021705573915912,"TBX19/WNT4/RAP1GAP/GATA2/PITX2/NKX2-5/EDN1/CITED2/BHLHA15/NR0B1/LHX3/ARID5B/BMP4/SOX9/NOG/CDH2/ONECUT2/BMP2",18
"GO:0060048","GO:0060048","cardiac muscle contraction","18/1152","139/18870",0.00201593650149996,0.0275848999677607,0.021705573915912,"TNNT2/PDE4B/SLC8A1/ANK2/NKX2-5/GJA1/CAV1/FGF13/STC1/TMEM38B/SCN4B/SCN3B/PKP2/HSP90AA1/HCN4/MAP2K3/KCNJ2/DSC2",18
"GO:0008016","GO:0008016","regulation of heart contraction","24/1152","208/18870",0.00203290439369883,0.0277473617245209,0.0218334092777944,"TGFB2/TNNT2/PDE4B/RGS4/SLC8A1/HOPX/ANK2/NKX2-5/HBEGF/EDN1/GJA1/CAV1/APLN/FGF13/STC1/TMEM38B/SCN4B/SCN3B/CELF2/PKP2/HSP90AA1/HCN4/KCNJ2/DSC2",24
"GO:0006577","GO:0006577","amino-acid betaine metabolic process","5/1152","16/18870",0.00208302761906941,0.028121342261232,0.0221276812233944,"ACADL/CHDH/DMGDH/BHMT/SLC22A4",5
"GO:0021984","GO:0021984","adenohypophysis development","5/1152","16/18870",0.00208302761906941,0.028121342261232,0.0221276812233944,"WNT4/GATA2/PITX2/LHX3/BMP2",5
"GO:0030852","GO:0030852","regulation of granulocyte differentiation","5/1152","16/18870",0.00208302761906941,0.028121342261232,0.0221276812233944,"INPP5D/HCLS1/TRIB1/ZBTB46/CEACAM1",5
"GO:0061101","GO:0061101","neuroendocrine cell differentiation","5/1152","16/18870",0.00208302761906941,0.028121342261232,0.0221276812233944,"WNT4/GATA2/NOTCH1/LHX3/BMP2",5
"GO:0086003","GO:0086003","cardiac muscle cell contraction","12/1152","76/18870",0.00208612234181743,0.028121342261232,0.0221276812233944,"PDE4B/ANK2/GJA1/CAV1/FGF13/STC1/SCN4B/SCN3B/PKP2/HCN4/KCNJ2/DSC2",12
"GO:0016338","GO:0016338","calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules","6/1152","23/18870",0.00209797276816585,0.0281417726488454,0.0221437571667181,"CLDN11/CLDN15/CLDN4/CLDN9/CLDN7/BMP2",6
"GO:0061042","GO:0061042","vascular wound healing","6/1152","23/18870",0.00209797276816585,0.0281417726488454,0.0221437571667181,"GATA2/KDR/SERPINE1/MCAM/ALOX5/FOXC2",6
"GO:0038179","GO:0038179","neurotrophin signaling pathway","8/1152","39/18870",0.002122584813624,0.0282140610851438,0.0222006383589347,"NGF/NTRK1/BDNF/GFRA1/SPRY2/CORO1A/HAP1/NTF4",8
"GO:0055094","GO:0055094","response to lipoprotein particle","8/1152","39/18870",0.002122584813624,0.0282140610851438,0.0222006383589347,"TREM2/CD36/SYK/ABCA1/TLR4/LDLR/FGF21/ITGB2",8
"GO:0007369","GO:0007369","gastrulation","23/1152","197/18870",0.00213930667757432,0.0282140610851438,0.0222006383589347,"TBX19/OSR1/COL5A2/FN1/IL1RN/COL8A1/GJA1/COL12A1/APLN/NR0B1/EYA1/DUSP4/KLF4/DKK1/DUSP5/HMGA2/COL4A2/BMP4/FOXC2/NOG/WNT3/BMP7/ITGB2",23
"GO:0001890","GO:0001890","placenta development","19/1152","151/18870",0.00215025037305398,0.0282140610851438,0.0222006383589347,"GATA2/ADAM19/CITED2/PTN/LDOC1/NSDHL/STC1/GRHL2/LHX3/FOSL1/ST14/GJB2/CCNF/TPPP3/DLX3/TEX19/BMP7/CEBPA/PDGFB",19
"GO:0003253","GO:0003253","cardiac neural crest cell migration involved in outflow tract morphogenesis","4/1152","10/18870",0.00215516882325006,0.0282140610851438,0.0222006383589347,"PITX2/EDN1/BMP4/BMP7",4
"GO:0010496","GO:0010496","intercellular transport","4/1152","10/18870",0.00215516882325006,0.0282140610851438,0.0222006383589347,"GJB4/PEG10/GJB2/GJB6",4
"GO:0038063","GO:0038063","collagen-activated tyrosine kinase receptor signaling pathway","4/1152","10/18870",0.00215516882325006,0.0282140610851438,0.0222006383589347,"DDR2/SYK/COL4A2/COL4A1",4
"GO:0070391","GO:0070391","response to lipoteichoic acid","4/1152","10/18870",0.00215516882325006,0.0282140610851438,0.0222006383589347,"TLR2/TREM2/CD36/TLR4",4
"GO:0071223","GO:0071223","cellular response to lipoteichoic acid","4/1152","10/18870",0.00215516882325006,0.0282140610851438,0.0222006383589347,"TLR2/TREM2/CD36/TLR4",4
"GO:2000826","GO:2000826","regulation of heart morphogenesis","4/1152","10/18870",0.00215516882325006,0.0282140610851438,0.0222006383589347,"ROBO1/DKK1/BMP4/BMP2",4
"GO:0032872","GO:0032872","regulation of stress-activated MAPK cascade","22/1152","186/18870",0.0022423644410187,0.029285172052249,0.023043457375709,"TGFB2/XDH/IL1A/WNT7A/TNIK/UNC5CL/TREM2/CCN2/PRKN/SEMA3A/MID1/GDF6/GADD45G/TLR4/TRPV4/BMP4/NOD2/BMP2/PLCB1/GADD45B/MAP3K10/MAPK8IP2",22
"GO:0007254","GO:0007254","JNK cascade","20/1152","163/18870",0.00225739049786826,0.0294108819411257,0.0231423740035802,"IL1A/WNT7A/TNIK/MAPK10/PTGER4/UNC5CL/CCN2/PRKN/SEMA3A/ARHGEF6/TRIB1/GADD45G/TLR4/TRPV4/LRRK2/NOD2/PLCB1/GADD45B/MAP3K10/MAPK8IP2",20
"GO:0010632","GO:0010632","regulation of epithelial cell migration","31/1152","295/18870",0.00227500511736118,0.0295123464779123,0.0232222128286489,"TGFB2/SEMA4A/WNT7A/HYAL1/ADAMTS9/GATA2/VEGFC/FGFBP1/KDR/PLK2/HBEGF/EDN1/PTN/SRPX2/TMSB4X/STC1/ANGPT1/KLF4/NOTCH1/NRP1/STARD13/THBS1/DLL4/FOXC2/MAP2K3/SOX9/CCBE1/CEACAM1/FUT1/PDGFB/HMOX1",31
"GO:0006959","GO:0006959","humoral immune response","28/1152","258/18870",0.00227601643788527,0.0295123464779123,0.0232222128286489,"SUSD4/SPRR2A/H2BC21/PGLYRP3/PGLYRP4/S100A12/S100A7/BST1/FGB/FGA/SPON2/TSLP/TREM2/NOTCH1/SVEP1/IFNE/C5/DMBT1/ALOX5/IGHG1/IGHG3/IGHG4/NOD2/WFDC12/PI3/EBI3/KLK5/KLK7",28
"GO:0045664","GO:0045664","regulation of neuron differentiation","23/1152","198/18870",0.00228444742389025,0.0295513080059533,0.0232528702654262,"CASZ1/NGF/RAP1GAP/GDF7/GATA2/NREP/NKX2-5/NRCAM/EYA1/GDF6/ESRP1/NOTCH1/BDNF/DKK1/NEUROG3/LRRK2/BMP4/GPRC5B/SOX9/RNF112/BMP2/BMP7/NTF4",23
"GO:0060760","GO:0060760","positive regulation of response to cytokine stimulus","11/1152","67/18870",0.00229625358563819,0.0295635863531574,0.0232625316589103,"TLR2/CD74/TSLP/EDN1/TREM2/HSPA1A/HSPA1B/PRKN/TLR4/IRF7/AXL",11
"GO:0072577","GO:0072577","endothelial cell apoptotic process","11/1152","67/18870",0.00229625358563819,0.0295635863531574,0.0232625316589103,"GATA2/KDR/FGB/FGA/FGG/SERPINE1/ANGPT1/AKR1C3/THBS1/FGF21/ANGPTL4",11
"GO:0071277","GO:0071277","cellular response to calcium ion","13/1152","87/18870",0.00230741083600175,0.0295912388682484,0.023284290436755,"ADGRV1/EDN1/ADCY1/RASA4/RASA4B/SYT7/SYT12/AKR1C3/TUBA1A/ALOX5AP/CPNE7/KCNB1/RYR1",13
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","24/1152","210/18870",0.00230926854921145,0.0295912388682484,0.023284290436755,"TNFRSF1B/PCSK9/RNF144A/TRIB2/RNF180/PLK2/TREM2/HSPA1A/HSPA1B/PRKN/CAV1/RNF128/MSN/TRIB1/SORL1/ADAM8/LRRK2/HSP90AA1/NUPR1/SOX9/TRIB3/LDLR/APC2/CEBPA",24
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","19/1152","152/18870",0.00232041896448245,0.0296643231938297,0.0233417978858613,"TGFB2/WNT4/GRHL3/KDF1/VANGL2/OSR1/GDF7/VEGFC/CITED2/DLC1/GRHL2/ST14/BMP4/FZD2/SOX9/NOG/SALL4/BMP7/CELSR1",19
"GO:0003279","GO:0003279","cardiac septum development","15/1152","108/18870",0.00232622923419541,0.0296689564623611,0.0233454436396142,"TGFB2/DHRS3/ROBO1/ANK2/NKX2-5/SLIT3/CITED2/NOTCH1/PDE2A/NRP1/BMP4/FZD2/NOG/SALL4/BMP7",15
